model,task_id,suite_split,construction_split,hard3,lift_type,feature_family,entanglement_primary,entanglement_level,has_run_json,has_result_json,submission_file_count,usable_submission,functional_pass,first_failure_stage,run_status,freeze_id,agent_docker_image,eval_docker_image,build_pass,public_pass,hidden_pass,isolation_pass,rres,extraction_ratio,copied_fraction,copied_loc,submitted_loc,reference_loc,compactness_class,artifact_fail,process_tve,process_invalid_encrypted,process_timeout,process_promoted_process,process_context_violation,process_usage_unverified,process_usage_source,process_api_calls,process_assistant_steps,process_prompt_tokens,process_completion_tokens,process_total_tokens,process_effective_uncached_prompt_tokens,process_incremental_tokens,process_prompt_cache_accounting,process_duration_seconds,process_detail,process_flags
gpt-5.6-luna,pygments__lexer_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,8,True,False,build_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,False,False,False,False,0.197446,0.197446,0.643114,537,835,4229,non_functional,True,True,False,False,False,False,True,usage.json,13,23,0,0,,,,False,233.026194,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pyramid__configurator_action_core__hard3_001,python150,hard50,True,Composite,workflow_session_orchestration,framework_coupling,high,True,True,1,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,2.395349,2.395349,0.0,0,103,43,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,16,20,0,0,,,,False,251.105808,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pytest__fixture_resolve_core__001,python150,core100,False,Composite,registry_plugin_dispatch,framework_coupling,high,True,True,2,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.283465,1.283465,0.018405,3,163,127,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,17,26,0,0,,,,False,250.219506,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pytest__ini_markers_core__001,python150,core100,False,Composite,config_resolve_discover,config_environment_coupling,high,True,True,1,True,False,public_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,True,True,1.147059,1.147059,0.0,0,39,34,non_functional,True,True,False,False,False,False,True,usage.json,18,18,0,0,,,,False,188.782113,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pytest__mark_expression_core__001,python150,core100,False,Adapted,parse_tokenize_decode,parser_state_coupling,high,True,True,2,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.909774,0.909774,0.876033,212,242,266,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,29,36,0,0,,,,False,456.035752,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pytest__marker_registry_core__hard3_001,python150,hard50,True,Composite,registry_plugin_dispatch,framework_coupling,high,True,True,1,True,False,hidden_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,1.203125,1.203125,0.038961,3,77,64,non_functional,True,True,False,False,False,False,True,usage.json,37,25,0,0,,,,False,460.523202,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pytest__skipif_eval_core__001,python150,core100,False,Composite,cache_retry_policy,framework_coupling,high,True,True,1,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.728395,0.728395,0.169492,10,59,81,functional_mixed_footprint,False,True,False,False,False,False,True,usage.json,14,24,0,0,,,,False,163.165649,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,python_box__config_box_core__001,python150,core100,False,Direct,config_resolve_discover,data_model_coupling,high,True,True,4,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.310757,0.310757,0.087179,34,390,1255,compact_pass,False,True,False,False,False,False,True,usage.json,31,37,0,0,,,,False,455.102689,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,python_dateutil__relativedelta_core__001,python150,core100,False,Direct,algorithm_data_structure,data_model_coupling,high,True,True,3,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.984043,0.984043,0.972973,540,555,564,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,23,25,0,0,,,,False,318.682337,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,python_dateutil__rrule_core__001,python150,core100,False,Direct,protocol_state_transition,parser_state_coupling,high,True,True,4,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.998738,0.998738,0.950726,1505,1583,1585,copy_heavy_pass,False,False,False,False,False,False,True,usage.json,60,39,0,0,,,,False,813.963343,passed,[]
gpt-5.6-luna,python_decouple__config_repository_core__001,python150,core100,False,Adapted,config_resolve_discover,config_environment_coupling,high,True,True,1,True,False,hidden_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,2.840909,2.840909,0.104,13,125,44,non_functional,True,False,False,False,False,False,True,usage.json,16,35,0,0,,,,False,547.036284,passed,[]
gpt-5.6-luna,python_dotenv__env_parse_core__001,python150,core100,False,Direct,config_resolve_discover,config_environment_coupling,high,True,True,2,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.455285,0.455285,0.275,77,280,615,compact_pass,False,True,False,False,False,False,True,usage.json,23,29,0,0,,,,False,332.756689,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,python_frontmatter__roundtrip_core__001,python150,core100,False,Direct,serialize_format_render,parser_state_coupling,high,True,True,3,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.420543,0.420543,0.599078,130,217,516,compact_pass,False,True,False,False,False,False,True,usage.json,14,37,0,0,,,,False,309.002828,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,python_multipart__form_parse_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,4,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.995074,0.995074,0.95132,1153,1212,1218,copy_heavy_pass,False,True,False,False,True,False,True,usage.json,96,125,0,0,,,,False,1279.834451,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""promoted_process_failure"", ""tool_validation_error"", ""tve""]"
gpt-5.6-luna,pyyaml__safe_load_dump__001,python150,core100,False,Adapted,serialize_format_render,parser_state_coupling,high,True,True,16,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.839101,0.839101,0.983128,3671,3734,4450,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,32,41,0,0,,,,False,375.972714,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,readme_renderer__content_type_core__hard3_001,python150,hard50,True,Adapted,serialize_format_render,data_model_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,True,True,7.0,7.0,0.0,0,252,36,non_functional,True,True,False,False,False,False,True,usage.json,32,29,0,0,,,,False,456.402904,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,redis__resp_parser_core__001,python150,core100,False,Adapted,protocol_state_transition,parser_state_coupling,high,True,True,5,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.506143,0.506143,0.383495,158,412,814,functional_mixed_footprint,False,True,False,False,False,False,True,usage.json,37,53,0,0,,,,False,537.461693,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,referencing__json_schema_refs_core__001,python150,core100,False,Adapted,config_resolve_discover,data_model_coupling,high,True,True,4,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.469517,0.469517,0.158516,94,593,1263,compact_pass,False,True,False,False,False,False,True,usage.json,37,31,0,0,,,,False,569.160686,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,requests_cache__cache_key_core__hard3_001,python150,hard50,True,Composite,cache_retry_policy,third_party_dependency_coupling,high,True,True,1,True,False,hidden_failure,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,1.668342,1.668342,0.009036,3,332,199,non_functional,True,True,False,False,False,False,True,usage.json,43,42,0,0,,,,False,554.696633,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,responses__request_matcher_core__hard3_001,python150,hard50,True,Composite,registry_plugin_dispatch,third_party_dependency_coupling,high,True,True,1,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,2.038961,2.038961,0.025478,4,157,77,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,29,30,0,0,,,,False,476.055156,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,returns__result_pipeline_core__hard3_001,python150,hard50,True,Adapted,workflow_session_orchestration,data_model_coupling,high,True,True,1,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,2.173077,2.173077,0.0,0,113,52,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,13,26,0,0,,,,False,190.741158,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,rfc3986__uri_parse_core__001,python150,core100,False,Adapted,parse_tokenize_decode,parser_state_coupling,high,True,True,15,True,True,functional_pass,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.487269,0.487269,0.085041,83,976,2003,compact_pass,False,True,False,False,False,False,True,usage.json,116,126,0,0,,,,False,1486.410577,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""tool_validation_error"", ""tve""]"
gpt-5.6-luna,rich__markup_parse_core__001,python150,core100,False,Adapted,parse_tokenize_decode,parser_state_coupling,high,True,True,0,False,False,missing_submission,failed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.0,0.0,0.0,0,0,23018,non_functional,False,True,False,False,True,False,True,usage.json,22,21,0,0,,,,False,342.374048,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'file_text']","[""promoted_process_failure"", ""tool_validation_error"", ""tve""]"
gpt-5.6-luna,ruamel_yaml__roundtrip_core__001,python150,core100,False,Adapted,serialize_format_render,parser_state_coupling,high,True,True,29,True,True,functional_pass,passed,0b106842710368a497b49b7f6714e0dfea54778d1fb2dae38c93ea449b339542,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.000526,1.000526,0.977567,11156,11412,11406,copy_heavy_pass,False,True,False,False,False,False,True,usage.json,75,111,0,0,,,,False,1122.464419,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
