task_id,run_id,model,task_type,dynamic_state_task,public_pass,hidden_pass,functional_pass,extraction_ratio,copied_file_count,copied_loc,repeated_file_reads,repeated_line_reads,tool_error_count,harness_format_error_count,closure_plan_present,self_generated_tests,hidden_risk_discussed,stop_reason,primary_failure,trajectory_path,evaluation_path,evidence_step_ids
pendulum__parse_format_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pendulum__parse_format_core__001,openai/Qwen3.6-27B-FP8,parser_state_coupling,false,,,false,0.101417,11,1195,11,7,1,1,false,false,false,agent_exit:passed,evaluator_or_environment_error,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pendulum__parse_format_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pendulum__parse_format_core__001/eval/result.json,"[""8fb3ffc9-1665-46d4-a3fc-ff42afd5d97f"",""23e976dd-f41b-4576-9662-4f43dd65f800"",""7899b0b1-c051-45bc-b4b6-6f8169ff0396"",""6050202e-b3e1-463c-992a-30ed4e148e4c"",""aa6bba22-be37-41bb-a599-acada74077e5"",""b114ae05-1a9c-4406-8fd7-9f9fb67a4384"",""094cdcab-f586-48e6-9067-0cce62ce1abb"",""eval:build"",""eval:dependency_install_failed""]"
vibe_app__session_registry_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__session_registry_core__001,openai/Qwen3.6-27B-FP8,legacy_vibe_clutter,true,true,true,true,0.103490,5,86,0,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__session_registry_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__session_registry_core__001/eval/result.json,"[""47ac9aac-e3a6-4f2f-af50-f57c9a167316"",""e387a4d3-d0ab-451c-a390-50b060dd51cc""]"
vibe_app__rules_engine_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__rules_engine_core__001,openai/Qwen3.6-27B-FP8,legacy_vibe_clutter,true,true,true,true,0.111913,5,93,0,0,0,0,false,false,false,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__rules_engine_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__rules_engine_core__001/eval/result.json,"[""7934ef48-710d-4b37-8e0f-6ea83edf2909"",""0b82ec4e-d241-4217-b1ce-57a0b9dae684""]"
networkx__dag_topo_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/networkx__dag_topo_core__001,openai/Qwen3.6-27B-FP8,data_model_coupling,false,,,false,0.112583,8,1224,11,1,2,1,false,false,false,agent_exit:passed,dependency_closure_omission,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/networkx__dag_topo_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/networkx__dag_topo_core__001/eval/result.json,"[""5c2f0def-4c22-4db7-aa14-2ce3820fbba5"",""ea1a7e93-0896-42af-90f1-f2a519fb6333"",""613dbe3b-973d-4bd2-8b86-7f9cc5773d42"",""ebea6141-2989-49ee-a328-970fe77a3a44"",""9c0c6c1a-a318-4855-93f6-0298a243f258"",""caf32726-fd3e-420e-97d6-347bdbff0a0b"",""3d72d443-e9d1-46a3-8bab-05139cc8ba81"",""eval:build""]"
babel__plural_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/babel__plural_core__001,openai/Qwen3.6-27B-FP8,third_party_dependency_coupling,true,false,false,false,0.132170,808,1113,20,10,0,2,false,false,false,agent_exit:passed,public_behavior_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/babel__plural_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/babel__plural_core__001/eval/result.json,"[""6c01b046-3204-44bc-9485-da3c4fee7541"",""3b50793a-a08c-41e0-9489-fc85ce06516a"",""d440bf0f-761d-46e0-a901-3400732eabbf"",""aa42a5a5-0c9d-4a04-84cf-20aeddafbce2"",""ff2f044c-019e-4c5d-ba7f-117158ba4cbc"",""ab7443ea-c90e-45a5-a178-ad4b2b1f87cc"",""0ac61d32-bcd7-4634-88ba-3aa38e23c8a0"",""eval:public_tests"",""eval:hidden_tests""]"
werkzeug__routing_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/werkzeug__routing_core__001,openai/Qwen3.6-27B-FP8,framework_coupling,true,false,false,false,0.143101,10,2267,21,6,3,3,false,false,true,step_limit_exceeded,public_api_or_interface_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/werkzeug__routing_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/werkzeug__routing_core__001/eval/result.json,"[""2fb1b3a2-c9b6-4790-af37-1c1af43fb2f0"",""ab3e41f5-33e7-4bb4-a7d8-adfd944fb4f9"",""902d7344-d1b1-46ff-ba24-cd76e87faad1"",""1e62ba8a-9eb5-4388-b8ba-a126704dfa38"",""95d9d527-2e10-488b-a7c4-dea36457af46"",""30fa0a17-88ba-4784-8a0c-1d32f86e7f05"",""63c3f155-2473-4a04-bdd5-613a7b807354"",""01cda537-b0eb-4a7a-b27a-692ebd7a593f"",""03938f66-9ac4-4d76-a09f-cab196a028a4"",""eval:public_tests"",""eval:hidden_tests""]"
redis__resp_parser_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/redis__resp_parser_core__001,openai/Qwen3.6-27B-FP8,parser_state_coupling,false,true,true,true,0.151675,8,634,1,0,0,0,false,true,true,agent_exit:passed,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/redis__resp_parser_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/redis__resp_parser_core__001/eval/result.json,"[""e60661f4-f3fe-44d1-a902-9384db959856"",""4d0947c0-1b8c-44bd-a9f8-377fe2cb6e7d""]"
jinja2__lexer_parser_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jinja2__lexer_parser_core__001,openai/Qwen3.6-27B-FP8,parser_state_coupling,true,,,false,0.153538,9,2795,6,0,1,1,false,false,false,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jinja2__lexer_parser_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jinja2__lexer_parser_core__001/eval/result.json,"[""d5facc8e-5a55-46df-8210-8cb0a2b58b3d"",""82492259-fe52-4269-911e-71f795442e8f"",""f4f66869-9de4-42ff-ab8e-21e30424584a"",""9bfb1453-655c-4300-a9c3-aa24c6e8f9f6"",""f53b4945-3ddd-485d-af39-bcf554c6f6bb"",""91160550-569a-441d-8f1b-976a4b2cc5b5"",""eval:build"",""eval:dependency_install_failed""]"
wsproto__frame_parse_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/wsproto__frame_parse_core__001,openai/Qwen3.6-27B-FP8,parser_state_coupling,true,true,true,true,0.159835,2,503,2,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/wsproto__frame_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/wsproto__frame_parse_core__001/eval/result.json,"[""2ba1975e-394e-453e-8974-ddfaf911319a"",""594b056f-4f68-48b8-9d9c-3e82217f9ace"",""48cb6271-a17d-4331-a774-71bebf121bc0"",""1a02ff79-2e86-4418-872e-2469d411b5c5""]"
urllib3__retry_backoff_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/urllib3__retry_backoff_core__001,openai/Qwen3.6-27B-FP8,config_environment_coupling,false,true,true,true,0.162761,4,382,1,0,0,0,true,false,true,agent_exit:passed,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/urllib3__retry_backoff_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/urllib3__retry_backoff_core__001/eval/result.json,"[""5695cee4-47d9-43f0-8dbe-4b06a722bbfc"",""7fb54ad0-57ae-4272-9fff-36c28a55abb3""]"
h2__frame_parse_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/h2__frame_parse_core__001,openai/Qwen3.6-27B-FP8,parser_state_coupling,false,true,true,true,0.169174,8,877,3,0,0,1,false,false,false,agent_exit:passed,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/h2__frame_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/h2__frame_parse_core__001/eval/result.json,"[""cda2e462-3d6a-4e78-a2e3-348054b7f896"",""dc8e7881-9021-401d-b466-18e74ecee628"",""2b2ce251-3a4a-4b47-a28a-d10d9e5e66d6"",""58058cf5-ce55-4f6f-b095-8d1d2e9ddf60""]"
cachetools__cache_eviction_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/cachetools__cache_eviction_core__001,openai/Qwen3.6-27B-FP8,data_model_coupling,true,true,true,true,0.178591,1,649,0,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/cachetools__cache_eviction_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/cachetools__cache_eviction_core__001/eval/result.json,"[""c64a3647-7938-4d0e-8f87-601b490282f1"",""9d2c3df8-a3a8-4232-bf62-529f22968b63""]"
vibe_app__csv_transform_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__csv_transform_core__001,openai/Qwen3.6-27B-FP8,legacy_vibe_clutter,true,true,true,true,0.180428,11,118,0,0,0,0,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__csv_transform_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__csv_transform_core__001/eval/result.json,"[""66f99ba9-93fc-4812-92dc-cf0c3e58de28"",""b63619d8-d8d7-48ed-a9b7-928e47935f1a""]"
jsonschema__validator_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonschema__validator_core__001,openai/Qwen3.6-27B-FP8,data_model_coupling,true,,,false,0.190182,9,1631,8,4,18,2,false,false,false,step_limit_exceeded,evaluator_or_environment_error,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonschema__validator_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonschema__validator_core__001/eval/result.json,"[""16c578e7-e5ce-4a5b-a10c-2d2dd97c43ec"",""aeb59f90-c551-4004-93bd-21fff89b50ea"",""9fe09733-32d7-4595-99bb-4d177fa75a2f"",""5bd28de7-70e0-41d9-a17b-e8f2ddecde79"",""f0606050-9c0e-483d-aebc-3826cf1831b2"",""d84c24a0-d482-42d5-8d44-178c75b12137"",""4ed20cb5-1a8a-4767-9d36-a38d284d70f5"",""dabfccf3-65e6-493f-bc70-ef42154b4077"",""7312a951-eaea-4fb1-b421-49c3453f3584"",""eval:build"",""eval:dependency_install_failed""]"
arrow__parse_format_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/arrow__parse_format_core__001,openai/Qwen3.6-27B-FP8,parser_state_coupling,false,,,false,0.200143,9,1684,11,1,1,0,false,false,false,explicit_finish,evaluator_or_environment_error,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/arrow__parse_format_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/arrow__parse_format_core__001/eval/result.json,"[""deb357e7-6078-45f7-b288-ec839e6b6f4c"",""af59acfe-ab50-41e5-8120-cafcb4447c75"",""cb106f5d-28be-4e93-b80b-ffc27231fe84"",""c9f6cc49-518e-4b30-909f-604eeed7fd55"",""ae9e3ce1-32e1-4572-bfbe-9404e4f6eba1"",""eval:build"",""eval:dependency_install_failed""]"
python_dotenv__env_parse_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/python_dotenv__env_parse_core__001,openai/Qwen3.6-27B-FP8,config_environment_coupling,false,true,true,true,0.200540,4,520,0,0,0,0,false,false,false,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/python_dotenv__env_parse_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/python_dotenv__env_parse_core__001/eval/result.json,"[""6a8b72ea-ece2-4707-ab87-d17f61d194c2"",""5ed0c457-815f-4078-9791-466e0e14e6b0""]"
humanize__naturaltime_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/humanize__naturaltime_core__001,openai/Qwen3.6-27B-FP8,data_model_coupling,false,true,true,true,0.202612,4,481,3,0,0,1,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/humanize__naturaltime_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/humanize__naturaltime_core__001/eval/result.json,"[""c7fe82dc-d3f9-47ba-bd7b-9f1f9d804bc1"",""cfe1e65c-2940-4ab9-b27a-a06e70ff69e5"",""94183144-f028-49c4-b94c-0ed7453d7cce"",""7f5e01ea-626f-47c7-80e7-2f885ff980ed"",""fe046967-de67-4789-9e9d-a73434c7a41b""]"
vibe_app__orm_query_ast_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__orm_query_ast_core__001,openai/Qwen3.6-27B-FP8,framework_coupling,true,true,true,true,0.212202,5,240,0,0,0,0,false,false,false,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__orm_query_ast_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/vibe_app__orm_query_ast_core__001/eval/result.json,"[""7addfd31-75ce-4446-9ff6-f88b10b2abe9"",""c89b2e08-5ae5-4396-a9b6-a4cc5cf085b0""]"
httpx__request_model_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/httpx__request_model_core__001,openai/Qwen3.6-27B-FP8,data_model_coupling,false,true,false,false,0.215186,10,1570,6,1,0,0,false,false,true,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/httpx__request_model_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/httpx__request_model_core__001/eval/result.json,"[""c6713d63-dcd8-4939-8ac4-83aa5118aa32"",""37693446-103e-40ad-941f-1934f5495f53"",""e1e96d98-acb5-430b-8a75-b5f6fdfab9cc"",""e2943114-c318-4e26-a570-a0722c547cc2"",""4bf28059-a37c-4503-a9f7-181ec3243ec3"",""eval:hidden_tests""]"
python_dateutil__relativedelta_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/python_dateutil__relativedelta_core__001,openai/Qwen3.6-27B-FP8,data_model_coupling,false,true,true,true,0.219568,2,478,2,0,0,1,false,false,false,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/python_dateutil__relativedelta_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/python_dateutil__relativedelta_core__001/eval/result.json,"[""7cf17c72-c7c0-4dfe-8bfb-0c22f72eea33"",""a1412de1-971d-4960-8dd1-93637f30ae65"",""0019f716-b7cf-4b99-a02d-fbb6228e352f"",""620423f7-436f-47b9-b459-32d54aa987a9"",""40db9ad7-2d6e-419f-8e6e-dcb2fa589e6c""]"
yarl__url_model_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/yarl__url_model_core__001,openai/Qwen3.6-27B-FP8,parser_state_coupling,true,true,true,true,0.224601,8,1773,5,0,0,1,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/yarl__url_model_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/yarl__url_model_core__001/eval/result.json,"[""ba6e6b8e-7366-45c5-bba0-261d7a90363b"",""d28653da-c405-4280-9968-2313e302e51b"",""121a9b4a-59d0-4c3f-b23a-f837da6a16fb"",""e42f5366-a7be-4746-9592-72b5fb635772"",""e3e0b892-2427-4b4e-8dfc-277e3703f0ed""]"
dataclasses_json__serde_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/dataclasses_json__serde_core__001,openai/Qwen3.6-27B-FP8,data_model_coupling,false,,,false,0.228097,7,880,0,0,0,0,false,false,false,agent_exit:passed,evaluator_or_environment_error,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/dataclasses_json__serde_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/dataclasses_json__serde_core__001/eval/result.json,"[""f2f8bb1a-225c-4949-a80b-836b1f0da2df"",""eval:build"",""eval:dependency_install_failed""]"
python_dateutil__rrule_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/python_dateutil__rrule_core__001,openai/Qwen3.6-27B-FP8,parser_state_coupling,true,true,false,false,0.228996,3,1311,6,0,0,1,false,false,false,explicit_finish,hidden_interface_or_closure_failure,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/python_dateutil__rrule_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/python_dateutil__rrule_core__001/eval/result.json,"[""978eaf57-d427-4fd2-a118-380610781735"",""a327e21b-1c97-4d06-b6c1-1cdd0e0097dc"",""c7619387-65fc-4700-90f7-448ba1e233bf"",""600633e5-2404-423e-a4c2-7efa031b6e1f"",""2e2dbc08-b9e9-4ef0-83bc-cbc9e1094118"",""eval:hidden_tests""]"
jsonpointer__resolve_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonpointer__resolve_core__001,openai/Qwen3.6-27B-FP8,parser_state_coupling,false,true,true,true,0.233444,1,141,0,0,1,0,false,false,false,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonpointer__resolve_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/jsonpointer__resolve_core__001/eval/result.json,"[""cad130e7-5591-4d74-bc6a-e2828deee8ed"",""60297285-75f3-4992-984a-565c8e4aebc2"",""32069f3f-74d9-4197-a479-2aa8153a8690""]"
pydantic_settings__env_source_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pydantic_settings__env_source_core__001,openai/Qwen3.6-27B-FP8,config_environment_coupling,false,,,false,0.238930,9,1090,10,2,8,0,false,false,true,agent_exit:passed,evaluator_or_environment_error,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pydantic_settings__env_source_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/pydantic_settings__env_source_core__001/eval/result.json,"[""a099e1c4-2a43-4cc6-9d0d-e40833c58333"",""dcd96836-6e09-4e32-b643-585ca93eca32"",""d7537de5-3437-44e9-a7c6-8ab039e147b5"",""13746d27-2f37-4413-8868-83d9e368a0fa"",""fe5aae69-ed21-4a87-9772-935136d09154"",""bea3c71b-cf55-4ac4-a836-67d9c380e214"",""e21aa364-5e00-4847-b596-b7e231920bd0"",""eval:build"",""eval:dependency_install_failed""]"
passlib__hash_context_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/passlib__hash_context_core__001,openai/Qwen3.6-27B-FP8,data_model_coupling,true,true,true,true,0.249200,15,7320,0,0,0,0,true,false,false,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/passlib__hash_context_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/passlib__hash_context_core__001/eval/result.json,"[""f84a2efa-56d3-4b63-be5d-ac0c3bb539b7"",""220f6c64-4b2d-4940-ac58-5214ce225df7""]"
attrs__validators_core__001,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/attrs__validators_core__001,openai/Qwen3.6-27B-FP8,data_model_coupling,true,true,true,true,0.800330,9,3395,0,0,0,1,false,false,true,explicit_finish,passed,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/attrs__validators_core__001/agent/openhands_events.jsonl,experiments/python/openhands/qwen3.6-27b-fp8/qwen36-27b-fp8-main-20260704-001328/attrs__validators_core__001/eval/result.json,"[""e7efe930-d9ce-4e39-ab50-5d552dc75828"",""57532e91-4f31-4347-9e7e-acc52707e9b8"",""f02bb18b-177c-43df-9604-c28d14308a8e""]"
